unique.pubchem,unique.drugid,CCLE.drugid,CGP.drugid,GRAY.drugid,GSK.drugid,NCI.drugid
361024,,,,,,"phth[2,3-d]thiazole-4,9-dione, 2-[(2-methylphenyl)amino]-"
361042,,,,,,artemisetene
3611,,,,,,hinokitol
361120,,,,,,antineoplastic-623950
361332,,,,,,"tricyclo[4.4.0.0(2,7)]decane-5-one, 4,4-dibromo-2-methyl-"
361500,,,,,,nitro trifluoro benzylurea
361502,,,,,,acylurea
3616,,,,,,Hexamethylene Bisacetamide
361733,,,,,,"2,5-norbordiene-2-carboxylic acid, 3-formyl-, methylester"
361740,,,,,,"2,4-cyclopentadien-1-one, 2-bromo-3,4,5-triphenyl- (9ci)"
361853,,,,,,"propanedinitrile, 2-(phenylmethyl)thio-"
362003,,,,,,"1h,3h-thiazolo[3,4-a]benzimidazole, 1-(2,6-dichlorophenyl)-"
3620127,,,,,,3-amino-9(10h)-thioacridone
362038,,,,,,"10-(2',4'-dichlorophenyl)-3-methylflavin"
362039,,,,,,cordigone
362040,,,,,,itomanindole a
362090,,,,,,"azacycloheptane, 4-acetyl-1-methyl-4-phenyl, hydrate [10:1]"
362095,,,,,,"7,12-epidioxybenz[a]anthracene, 7,12-dihydro-7-methyl-"
362096,,,,,,"benz[a]anthracene-1,4-dione, 1,4-dihydro-7,12-dimethyl-"
362113,,,,,,"phtho[1,2-c]furan-3(1h)-one, 1-(2-methylphenyl)-"
362170,,,,,,"1,2,4,5-tetrazine, 3,6-bis(1-azetidinyl)-"
362185,,,,,,"n2,n4,n6-tribenzoyloxy-methyl-n2,n4,n6-trimethylmelamine"
362379,,,,,,"4,13.alpha.-epoxymuzigadial"
362386,,,,,,sterol sulphate
362388,,,,,,girolline
362402,,,,,,aplidazole c . tfa
362463,,,,,,"3-oxo-4-androstene-2-carbonitrile-4,17.beta.-diol"
362479,,,,,,3-nitro-5-formylisoxazole
362525,,,,,,"n2,n4,n6-tripivaloyloxymethyl-n2,n4,n6-trimethylmelamine"
362562,,,,,,erybraedin a
362574,,,,,,aromoline
362605,,,,,,"4-piperidinone, 3,5-dimethyl-1-nitroso-2,6-diphenyl-"
362653,,,,,,"phtho[2,3-d]-1,3-dioxepin-6,11-dione, 4-methyl-"
362877,,,,,,n-(2-bromotetradecanoyl)glycimide
362897,,,,,,"2,1,3-benzoseladiazole, nitro-6-(trifluoromethyl)-"
362976,,,,,,4-hydroxymethyl-2-phenyl-tellurophene
363149,,,,,,2-(acridin-9-ylamino)-3-sulfanylpropanoic acid
363590,,,,,,antineoplastic-628586
363705,,,,,,ahs-3/51 azomycin acyclonucleoside
363820,,,,,,"2-thiophenecarboxaldehyde, 5,5'-(2,5-furandiyl)bis-"
363841,,,,,,"2,7-dicyanoxanthone"
363844,,,,,,3-(1-adamantylamino)-1-phenylpropane
363902,,,,,,3-[n-(3-fluorophenylthiocarbamoyl)]-propanoic acid
363904,,,,,,3-[n-(4-ethylcarboxyphenylthiocarbamoyl)]-propanoic acid
363905,,,,,,3-(n-[sulfon(4-methylphenyl)thiocarbamoyl])-propanoic acid
363911,,,,,,methyl 3-[n-(2-chlorophenylthiocarbamoyl)]-propanoate
364097,,,,,,"1-phthalenecarboxamide, n,n'-1,8-(octanediyl)bis-"
364109,,,,,,dehydro iso-.alpha.-lapachone
364159,,,,,,homopterocarpin
364364,,,,,,"2h-1-benzopyran-2-one, 4-(2-benzofuranyl)-7-methoxy-"
364428,,,,,,"[2,2'-bithiophene]-5-carboxaldehyde"
364434,,,,,,amchloramide
364435,,,,,,amchlorguanidine
364436,,,,,,amchlordimidine
364437,,,,,,amchloroxazole
364438,,,,,,amilamide
364439,,,,,,amiguanidine
364440,,,,,,amidimidine
364441,,,,,,amioxazole
364442,,,,,,acridomide
364443,,,,,,acridoguanidine
364444,,,,,,acridodimidine
364451,,,,,,toluacrone
364456,,,,,,nilacrone
364483,,,,,,tetra(4-methoxyphenol)tin
364486,,,,,,tetra(4-dimethylaminophenyl)tin
364487,,,,,,"1,2-o-isopropylidene-.alpha.-d-glucofuranose-3-o-butyrate"
364574,,,,,,"4-androsteno[3,2-c]-isoxazole-4,17-.beta.-diol"
364580,,,,,,4-hydroxy-17a-methyl-17a-aza-d-homo-4-androsten-3-one
364583,,,,,,"17-.beta.-hydroxy-5-.alpha.-androstano[2,3-d]pyrazol-4-one"
364608,,,,,,"benzoxazole, 2-[(1-methyl-4-nitro-1h-imidazol-5-yl)thio]-"
364702,,,,,,"5-[2-(4-methoxyphenyl)ethyl]-1,2,3-dimethoxy benzene"
364705,,,,,,"4-[2-(3,4,5-trimethoxyphenyl)ethyl]aniline"
364708,,,,,,"5-[2-(4-methoxyphenyl)ethyl]-1,2,3-trimethoxybenzene"
364709,,,,,,"n-(4-methoxybenzyl)-3,4-dimethoxyaniline-hydrochloride"
364713,,,,,,"n-(3,5-dimethoxybenzyl)-4-methoxyaniline"
364714,,,,,,"3,5-dimethoxy-n-(4-methoxyphenyl)benzamide"
364716,,,,,,"n-(3,4,5-trimethoxybenzyl)-4-methoxyaniline"
365208,,,,,,"piperidine, 4-(p-anilinoanilino)-2,2,6,6-tetramethyl- (8ci)"
365233,,,,,,"bis-2,4-dimethoxyphenylselenide"
365238,,,,,,"2,3,6,7-tetramethoxyseleniumanthrene"
365239,,,,,,bis-p-tolylediselenide
365241,,,,,,"bis(2,4-dimethoxyphenyl)diselenide"
365250,,,,,,6-(5-hexen-1-yl)-2-methylellipticinium acetate
365388,,,,,,"benzene, 1,1'-sulfonylbis(2-nitro-"
365390,,,,,,"acetamide, n-[2-(phenylsulfonyl)phenyl]-"
365542,,,,,,"methanone, 2,6-pyridinediylbis[(4-fluorophenyl)-"
3657,,,,,,Hydroxyurea
365701,,,,,,acylfulvene
365716,,,,,,d-l-cys-tyr-d-trp-lys-val-cys-thrnh2
365717,,,,,,d-phe-cys-tyr-d-trp-lys-ser-cys-thr nh2
365719,,,,,,d-f5phe-glu-trp-ala-val-gly-his-leu-ome
365722,,,,,,d-phe-glu-trp-ala-val-gly-his-leu-.psi.ch2nh-cpa-nh2
365755,,,,,,"1,4-bis(fluoromethanesulfonyloxy)-butane"
366009,,,,,,"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"
366096,,,,,,tris(tropoloto)bismuth(iii)
366134,,,,,,myristoyl hydroxamate
366257,,,,,,tris(tropoloto)lanthane(iii)
366259,,,,,,tris(tropoloto)europium(iii)
366260,,,,,,tris(tropoloto)dysprosium(iii)
366261,,,,,,tris(tropoloto)cerium(iii)
366262,,,,,,tris(tropoloto)samarium(iii)
366358,,,,,,"10,11-methylenedioxy-20(rs)-camptothecin"
366739,,,,,,"2,3,9,10-tetramethoxyindolo[2,1-a]isoquinoline"
366868,,,,,,"dioxobis(1-phenylbutane-1,3-dioto)uranium(vi)- hydrate"
367310,,,,,,"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"
367561,,,,,,polycarpol
367617,,,,,,macrocalyxoformin b (rabdosia diterpenoids)
367618,,,,,,excisanin b
367619,,,,,,jiuhuanin b
367719,,,,,,"9-methoxy-2-methyl-1,2-dihydroellipticine"
367787,,,,,,"phthalene-1,2-dione, 1,2-dihydro-4-[(3-pyridinyl)amino]-"
367790,,,,,,"1,2-phthalenedione, 4-[(4-ethoxyphenyl)amino]-"
367796,,,,,,sodium[(tetratropoloto)bismuthate(iii)]
36791339,,,,,,piriqualone
368058,,,,,,"diisopropoxybis(1,4-phthochinone-2-olato)titanium(iv)"
368066,,,,,,"2',3,4,5-tetramethoxybibenzyl"
368135,,,,,,inostamycin
368136,,,,,,antineoplastic-638479
368140,,,,,,"(4-methoxyphenyl)-(3,4,5-trimethoxyphenyl)methanol"
368141,,,,,,"(4-methoxyphenyl)-(3,4,5-trimethoxyphenyl)methane"
368149,,,,,,"3,4,4',5-tetramethoxybenzophenone"
368263,,,,,,ecteiscidin 729
368274,,,,,,diisopropoxybis(tropoloto)titanium(iv)
368279,,,,,,tetrakis(8-chinolineolato)titanium(iv)-tetrahydrochloride
368283,,,,,,diethoxybis(6-nitroso-2-phtholato)titanium(iv)
368297,,,,,,"diethoxybis(1,4-phthochinone-2-olato)titanium(iv)"
368342,,,,,,landomycin a
368427,,,,,,3-[4'-chloro-1-phthyl]phthalide
3685,,,,,,Idarubicin
3686,,,,,,idebenone
368696,,,,,,antineoplastic-639828
368697,,,,,,Benzoylphenylurea
3687,,,,,,Idoxuridine
368742,,,,,,8-bromo-2-phenyl-1-aza-azulene
368857,,,,,,"6-phenylthio-7h-benzocycloheptene-1,4,7-trione"
368860,,,,,,antineoplastic-d640199
368926,,,,,,culmorin
368979,,,,,,"3-methoxycarbonyl-2,5-dihydrothiophene-1,1-dioxide"
368990,,,,,,"ethanol, 2-[4-(2,2':6',2\""-terpyridin-4'-yl)phenoxy]-"
368997,,,,,,"3,8,13,18-pentaazapentacosane pentahydrochloride"
3690,,,,,,Ifosfamide
369148,,,,,,"3-(4-methoxy-2-methylphenyl)phthol [2,1-c]furan-1(3h)-one"
369149,,,,,,"3-(4-methoxy-2-methylphenyl)phtho[1,2-c]furan-1(3h)-one"
369150,,,,,,azatoxin
369152,,,,,,"hobartine, 8-oxo-9-dehydro"
369312,,,,,,Perillyl Alcohol
369385,,,,,,1-chloro-7-methyl-phenothiazone
369386,,,,,,7-chloro-1-methyl-phenothiazone
369387,,,,,,"1,2-dimethyl-phenothiazone"
369388,,,,,,"1,6-dimethyl-phenothiazone"
369389,,,,,,"1,7-dimethyl-phenothiazone"
369391,,,,,,"2,7-dimethyl-phenothiazone"
369394,,,,,,"2-chloro-1,7-dimethyl-phenothiazone"
369536,,,,,,"5h-phtho[2,3-a]carbazole-5,13(12h)-dione, 12-phenyl-"
369537,,,,,,"1h-benzo[a]carbazole-1,4(11h)-dione, 11-phenyl-"
369538,,,,,,"1h-benzo[a]carbazole-1,4(11h)-dione, 8-methoxy-"
369539,,,,,,"1h-benzo[a]carbazole-1,4(11h)-dione, 8-methoxy-11- methyl-"
369902,,,,,,longikaurin b
369927,,,,,,antineoplastic-642294
369946,,,,,,antineoplastic-642313
369947,,,,,,antineoplastic-642314
369948,,,,,,antineoplastic-642315
369949,,,,,,antineoplastic-642316
369952,,,,,,antineoplastic-642319
369976,,,,,,O-Chloroacetylcarbamoylfumagillol
370162,,,,,,7-methyl-coumarin-4-acetic acid
370253,,,,,,diethyl p-phenoxybenzalmalote
370288,,,,,,5-nitrofurylmalonic acid diethyl ester
370303,,,,,,triethyl-(3-thiofuryl)-phosphono acetate
370338,,,,,,oxytakatonine iodide
370342,,,,,,pyrophen
370346,,,,,,halequinone
370622,,,,,,"phtho[2,3-d]oxazole-4,9-dione, 2-(1,1-dimethylethyl)-"
370709,,,,,,destruxin a
370710,,,,,,chlorodestruxin
370911,,,,,,megaphone acetate
371025,,,,,,"benzo[b]phtho[2,3-d]furan-6,11-dione, 4-chloro-3-hydroxy"
371069,,,,,,Intoplicine
371141,,,,,,"benzeneamine, 4-[(9-acridinyl)thio]-"
371147,,,,,,"3-acridineamine, 9-[[(4-nitrophenyl)methyl]thio]-"
371156,,,,,,"4,7-[bis-n,n'-(3-amino-9-thioacetamido)-acridine]-biphenyl"
371257,,,,,,oxyacanthine
371258,,,,,,sanguilutine pseudobase
371260,,,,,,cowlteropine
371271,,,,,,"11h-benzo[a]carbazole-1,4-dione, 7,11-dimethyl-"
371327,,,,,,"1h-benz[g]indol-5-ol, 2-phenyl"
371436,,,,,,o-benzylfluorescein benzyl ester
371504,,,,,,"n-(2-hydroxyethyl)-1-nitro-9-acridineamine, hcl salt"
371505,,,,,,antineoplastic-645804
371506,,,,,,antineoplastic-645805
371507,,,,,,antineoplastic-645806
371508,,,,,,antineoplastic-645807
371563,,,,,,"phtho[2,3-f]quinoxaline-7,12-dione, 3-hydroxy-2-methyl-"
371586,,,,,,"1-oxaspiro[4,5]deca-6,9-diene-2,8-dione"
371591,,,,,,bis(2-nitrophenyl)sulfilimine
371593,,,,,,"1,4-benzenediol, 2,5-bis(1-pyrazolyl)-"
371713,,,,,,"propanethioamide, n-hydroxy-n-methyl-"
371811,,,,,,"1,2,4-triazolo[4,3-a]pyrazin-5-amine, 8-chloro-6-nitro-"
371812,,,,,,"pyrido[3',4':4,5]thieno[2,3-g]isoquinoline, 6-methyl-"
371930,,,,,,mdp-c857
371948,,,,,,"bis(2-nitrophenyl)sulfilimine, hydrochloride, [1:1]"
372113,,,,,,s-(n-hydroxy n-methylcarbamoyl)-glutathione
372117,,,,,,"acetatobis(1,3-diphenylpropane-1,3-dioto)samarium(iii)"
372422,,,,,,9-morpholinylmethyl-s6-acetyloxymethyl-6-mercaptopurine
372531,,,,,,"pyrrolo[1,2-a]pyrimidine, 2,4,7-trimethyl-6-phenyl"
372550,,,,,,jasplakinolide epoxide c
372731,,,,,,incarl
372741,,,,,,saprothoquinone
3728,,,,,,Iodoquinol
372855,,,,,,"n-(3,4,5-trimethoxybenzyl)-4-methoxyaniline hydrochloride"
372982,,,,,,antineoplastic-648770
372983,,,,,,antineoplastic-648771
372985,,,,,,antineoplastic-648773
372988,,,,,,antineoplastic-648776
372990,,,,,,antineoplastic-648778
372992,,,,,,antineoplastic-648780
372996,,,,,,antineoplastic-648784
372997,,,,,,antineoplastic-648785
373075,,,,,,hydramycin
373247,,,,,,"tropolone, 4-chloro-6,7-dimethoxy-"
373396,,,,,,"2,6-bis(4-morpholinylmethyl)cyclohexanone,dihydrochloride"
373421,,,,,,1-(4-bromophenylsulfonyl)-2-(methylaminosulfonyl)hydrazine
3734221,,,,,,"acridine, 2-methoxy-6-nitro-9-(2-phenylhydrazino)-"
373660,,,,,,tyloindicine h
373661,,,,,,tyloindicine i
373662,,,,,,budmunchiamine a
373676,,,,,,calactin
373780,,,,,,"1,1'-biphenyl, 4,4'bis(thiomethyl)-"
373798,,,,,,"4-methyl-n-(3,4,5-trimethoxybenzyl)aniline"
373799,,,,,,"4-methyl-n-(3,4,5-trimethoxybenzyl) aniline hydrochloride"
373800,,,,,,"4-ethyl-n-(3,4,5-trimethoxybenzyl)aniline"
373801,,,,,,"4-ethyl-n-(3,4,5-trimethoxybenzyl)aniline, hydrochloride"
373804,,,,,,"4-i-propyl-n-(3,4,5-trimethoxybenzyl)aniline hydrochloride"
373806,,,,,,"4-ethoxy-n-(3,4,5-trimethoxybenzyl)aniline"
373807,,,,,,"4-ethoxy-n-(3,4,5-trimethoxybenzyl)aniline hydrochloride"
373808,,,,,,"4-methylthio-n-(3,4,5-trimethoxybenzyl)aniline"
373845,,,,,,"1,5,9,13,17-pentathiacycloeicosane"
373887,,,,,,dermocarin-4
373912,,,,,,"3,8-dimethyl-1,2-phthoquinone"
373978,,,,,,"7-(.beta.-d-ribofuranosyl)-4-aminothieno[3,4-d]pyrimidine"
374005,,,,,,antineoplastic-651079
374006,,,,,,antineoplastic-651080
374020,,,,,,tetra(isobutenyl)antimony bromide
374021,,,,,,tri(isobutenyl)phenylantimony bromide
374022,,,,,,tri(isobutenyl)-p-anisylantimony bromide
374135,,,,,,antineoplastic-651589
374202,,,,,,contigsterol
374245,,,,,,antineoplastic-651744
374325,,,,,,antineoplastic-651849
374353,,,,,,ethyl gossypol
374414,,,,,,spiropachysine
374536,,,,,,sos bismethanol
374628,,,,,,bengazole a
374665,,,,,,"n2-(4 methoxybenzyl)quinoxaline-2,7-diamine"
374756,,,,,,hexahydroxyethylaminomethyl melamine
374757,,,,,,tricyanoethoxymethyl trimethylol melamine
374817,,,,,,kihadalactone a
374872,,,,,,epiaschantin
374874,,,,,,.beta-penta-o-galloyl-d-glucose
375087,,,,,,carnosic acid 12-methyl ether-.gamma.-lactone
375090,,,,,,1-(4ah-carbazol-9(9ah)-yl)-2-(diphenylamino)ethanone
375100,,,,,,2-phenyoxyethyl vinyl ether (pheve)
375105,,,,,,phthsaritone
375119,,,,,,glycylaminophenylbenzoylurea (hcl salt)
375123,,,,,,dmg amino bpu
3751252,,,,,,nogarene
375252,,,,,,auristatin pe
375312,,,,,,antineoplastic-d654830
375682,,,,,,(+)-.alpha.-viniferin
375754,,,,,,antineoplastic-655901
375758,,,,,,antineoplastic-655905
375759,,,,,,antineoplastic-655906
375860,,,,,,"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-fluorophenyl)-"
375902,,,,,,"benzo[1,2-b:5,4-b']dithiophene-2-carboxaldehyde, 4,8-dioxo-"
375907,,,,,,"benzo[1,2-b:5,4-b']dithiophene-4,8-dione, 3-methyl-"
376181,,,,,,tubacetine
376182,,,,,,tubasenecine
376224,,,,,,antineoplastic-656904
376328,,,,,,"2-acetyl-1,2-dihydroellipticine"
376376,,,,,,"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-chlorophenyl)-"
376542,,,,,,"benzo[1,2-b:4,3-b']dithiophene-4,8-dione, 3,7-bis(acetyl)-"
376749,,,,,,bicyclo[3.3.1]non-3-en-2-ol-7-one
376753,,,,,,n-methyl-6-(exo)-cyano[3.2.1]-8-azabicyclooct-3-en-2-one
376754,,,,,,n-methyl-7-(exo)-cyano[3.2.1]-8-azabicyclooct-3-en-2-one
376765,,,,,,"(1r)-3,3-dibromocamphor"
376767,,,,,,(1r)-5-endo-bromo-6-endo-benzoyloxycamphor
376773,,,,,,3-(hydroxymethoxymethyl)-3-butene-2-one
376774,,,,,,3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one
376778,,,,,,"3-formyl-8,8-dimethylbicyclo[3.2.1]octan-2-one"
376839,,,,,,7-cheto-deoxycholic acid
376947,,,,,,2-(1-(4-(2-pyridyl)piperazino))phthazarin
376948,,,,,,2-(1-(4-(2-(2-hydroxyethoxy)ethyl)piperazino))phthazarin
376949,,,,,,2-(1-piperazino)phthazarin
376950,,,,,,2-(2-(dimethylamino)ethylamino)phthazarin
376952,,,,,,"5-acetyl-2-(3,4-dichlorophenylamino)-4-methylthiazole"
377209,,,,,,"2-amino-5,8-dihydroxy-1,4-phthoquinone"
377214,,,,,,"2-acetamido-6-methyl-8-hydroxy-1,4-phthaquinone"
377346,,,,,,"thymidine, 3'-azido-3'-deoxy-5'-oxo-"
377386,,,,,,weisiensin a
377425,,,,,,"1,8-phthyridin-4(1h)-one, 6-methyl-2-phenyl-"
377427,,,,,,"1,8-phthyridin-4(1h)-one, 2-phenyl-"
377927,,,,,,"2-(3,4-dibromo-4-methylpentyl)-1,3-butadiene"
377929,,,,,,"3,6-dibromo-3-bromomethyl-7-chloro-7-methyl-1-octene"
377930,,,,,,"2,3,6-tribromo-7-chloro-3,7-dimethyl-1-octene"
377931,,,,,,"1,2,6-tribromo-3,7-dichloro-3,7-dimethyloctane"
378074,,,,,,2-bromoleptoclinidinone
378119,,,,,,L-alpha-Aminobutyric Acid
378257,,,,,,3-diethylphosphono-6-hydroxycoumarin
378439,,,,,,"2-bromo-8-hydroxy-6-methyl-1,4-phthoquinone"
378440,,,,,,"2-bromo-8-methoxy-6-methyl-1,4-phthoquinone"
378441,,,,,,"2-bromo-6-methyl-1,4,8-trimethoxyphthalene"
378442,,,,,,"(s)-(+)-n-1-(3,5-dimethoxybenzyl)ethyl acetamide"
378581,,,,,,"1h-benzo(a)carbazole-1,4-dione, 8,11-dimethyl-"
378619,,,,,,arborescidine d
378620,,,,,,2-(2-methoxyethoxy)phthazarin
378623,,,,,,2-(2-(2-methoxyethoxy)ethoxy)phthazarin
378624,,,,,,2-(2-butoxyethoxy)phthazarin
378625,,,,,,2-(2-(2-butoxyethoxy)ethoxy)phthazarin
378626,,,,,,2-(1-(4-methyl)piperazino)phthazarin
378680,,,,,,encyclan
378695,,,,,,"ursa-11,13(18)-dien-28-oic acid-3.beta.-ol"
378770,,,,,,2-(2-chloroethoxy)phthazarin
378771,,,,,,2-(3-chloropropyloxy)phthazarin
378772,,,,,,6-chloro-7-[bis-(2-chloroethoxy)amino]phthazarin
378782,,,,,,"1,3-bis(4-quinolyl)-2-(2,5-dimethoxyphenyl)propane"
378853,,,,,,"acridine-9-amine, n-(3-aminopropyl)-1-nitro-"
378896,,,,,,fluoroanilino-azatoxin
378897,,,,,,cyanoanilino-azatoxin
378898,,,,,,methyl-azatoxin
378917,,,,,,2-(4-n-n-dimethylaminostyryl)-3-methyl iodide
379036,,,,,,"3,6-dibromo-2,7-dichloro-3-(chloromethyl)-7-methyl-1-octene"
379074,,,,,,"6-n-(4-morpholino)-7-chloro-5,8-quinolinedione"
379079,,,,,,"7-chloro-6-n-(2-fluoroethylamino)-5,8-quinolinedione"
379080,,,,,,"7-chloro-6-n-(4-(2'-pyridyl)piperazino)-5,8-quinolinedione"
379084,,,,,,"6-chloro-7-n-(2-fluoroethylamino)-5,8-quinolinedione"
379107,,,,,,3-demethyl-3-ethoxycarbonylthiocolchicine
379108,,,,,,3-demethyl-3-butyrylthiocolchicine
379109,,,,,,3-ethoxycarbonyl-n-trifluoroacetylthiocolchicine
379514,,,,,,"4(1h)-quinolinone, 6-(1-pyrrolidinyl)-2-(3- methoxyphenyl)-"
379515,,,,,,"4-(1h)quinolinone, 2-(3-methoxyphenyl)-6-(dimethylamino)-"
379538,,,,,,chlorotetrangulol
379539,,,,,,hydroxymethoxytetrangulol
379540,,,,,,chloro-methoxy-tetrangulol
379556,,,,,,"n, o-diethoxyacetyl-3-demethyldeactylthiocolchicin"
379873,,,,,,"6-chloro-7-[4'-(pyridyl)piperazino]-5,8-quinolinedione"
379884,,,,,,"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"
379960,,,,,,"n-methyl-bis,3,3'-(2-nitroimidazol-1h-yl)propylamine"
380170,,,,,,o-xylenebis-(triphenylphosphonium bromide)
380319,,,,,,"didemnin a, n-l-prolyl-2-l-allothreonine (9ci)"
380452,,,,,,carquniostatin b
380477,,,,,,"1,1-diiodo-2,2-dimethoxy-2-phenylethane"
380481,,,,,,[cl-].nc1cc(co)cc(nc2c3ccccc3nc4ccccc24)c1
380839,,,,,,11.beta.-hydroxy estradiol-11-nitrate-3-acetate
380945,,,,,,"4,4-diiodo-3-phenyl-3-buten-2-one"
381022,,,,,,8-amino-4-aza-6-octynylaziridine
381026,,,,,,2-ethenyl estradiol
381091,,,,,,"1,2,4,5-tetraaminobenzene tetrahydrochloride"
381111,,,,,,perfragilin b
381448,,,,,,boc-(ala-hmb)2-oh
381451,,,,,,tert-butyl 2-(2-oxochroman-3-carbonyl)hydrazinecarboxylate
381525,,,,,,"(-)-.beta.-l-1-[(2-hydroxymethyl)-1,3-dioxolan-4yl]cytosine"
381579,,,,,,"3,3-diiodo-2-phenyl-2-propel"
381580,,,,,,"3,3-diiodo-1,2-diphenyl-2-propen-1-one"
381589,,,,,,nitrophenyl-azatoxin
381591,,,,,,trihydroxy-azatoxin
381678,,,,,,"n,n-bis(2-chloropropyl)-n-methylammonium chloride"
381886,,,,,,4-azido-3-benzyl-coumarin
381888,,,,,,"3-azido-3-phenyl-quinoline-2,4-dione"
381889,,,,,,4-azido-3-formyl-1-phenyl-2-quinolone
381891,,,,,,1-azido-2-phenyl-3-phelenone
381893,,,,,,"3-azido-1-methyl-3-nonyl-quinoline-2,4-dione"
381894,,,,,,4-azido-2-chloro-3-nitro-quinoline
381901,,,,,,1-azido-2-formyl-benzo[ij]quinolizin-3-one
381904,,,,,,1-azido-2-(2-pyridyl)-phelen-3-one
381906,,,,,,"3-azido-3-n-heptyl-quinoline-2,4-dione"
381907,,,,,,4-azido-2-chloro-3-morpholino-quinoline
381911,,,,,,4-azido-3-chloro-1-methyl-2-quinolone
381913,,,,,,4-azido-3-nitro-1-phenyl-2-quinolone
381915,,,,,,4-azido-2-chloro-3-cyanoquinoline
381957,,,,,,"(2s,3s)-2-hydroxy-2-phenyl-3-p-tolylsulfenylbutamide"
38198,,,,,,coralyne sulfoacetate
3820,,,,,,kenpaullone
382057,,,,,,AC1L8IIJ
382058,,,,,,AC1L8IIM
382225,,,,,,"phosphinic acid, [1-amino-(3-methylthio)propyl]methyl-"
382237,,,,,,"phosphinic acid, (aminophenylmethyl)methyl-"
382513,,,,,,aclacinomycin x
382514,,,,,,polyozellin
382552,,,,,,"phosphonium, 1,8-octanediylbis[triphenyl-, diiodide"
382926,,,,,,"1-octene, 3-(bromomethyl)-2,3,7-trichloro-7-methyl-"
383040,,,,,,n8-actinomycin d
383043,,,,,,2-n-propoxyestradiol
383044,,,,,,2-i-propoxyestradiol
383045,,,,,,"2-ethoxyestra-1,3,5-trien-3,17.beta.-diol"
383107,,,,,,"(-)7,8-dihydrocalanolide a"
383117,,,,,,hexadecylphospho(n-acetyl)-l-serine (nh4 salt)
383121,,,,,,dodecylphosphono-l-serine (di-nh4 salt)
3832,,,,,,kinetin riboside
383215,,,,,,batyl-p-arac
383342,,,,,,3-(4-fluorophenyl)-3-(4-acetoxy-2-methylphenyl)phthalide
383471,,,,,,(-)-10(s)-isothiocyanoalloaromadendrane
383738,,,,,,"1h-purin-6-amine, n-(3-methyl-2-butenyl)-9-(2-cyanoethyl)-"
383939,,,,,,"hexadecaminium, n-(chloromethyl)-n,n-dimethyl-, chloride"
384118,,,,,,"phthalene, 1,4-bis(oxiranylmethoxy)-"
384119,,,,,,"9,10-anthracenedione, 1-[(oxiranylmethyl)amino]-"
384235,,,,,,2-ethylaminoestradiol
384246,,,,,,"9-acridimine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"
384251,,,,,,"9-acridimine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"
384253,,,,,,"hexanoic acid, 6-[(7-methoxy-1-nitro-9-acridinyl)amino]-"
384346,,,,,,calystegine b2
384347,,,,,,casuarine
384359,,,,,,stereoisomer of nsc 674067-p
3843668,,,,,,s-n-(phenethylthiocarbamoyl)-l-glutathione
384403,,,,,,4-(1-isobutyloxypropen-2-yl-)-2-methoxyphenylisobutyrat
384444,,,,,,"2,7-bis(methoxycarbonylmethyl)-10-methylphenothiazine"
384474,,,,,,"pyrazino[1,2-a]benzimidazole, 1,3-diphenyl-"
384481,,,,,,ap751
384502,,,,,,"3,6-dimethylthio-dihydrotetrazine"
384503,,,,,,"1,4-dimethoxy-7-bromo-5h-benzocycloheptene"
384504,,,,,,"3,6-dimethylthio-1,2,4,5-tetrazine"
384525,,,,,,benzothiazole
384526,,,,,,"benzothiazole, 2-(4-amino-3-iodophenyl)-"
38475,,,,,,corioflavine r
3847619,,,,,,"(+-)-3-bromomethyl-2,3-dichloro-7-methyl-1-octene"
384792,,,,,,2-(diiodomethylidene)cyclohexanone
384835,,,,,,2-(chloromethyl)-6-hydroxy-1-(methylsulphonyl)-indoline
384878,,,,,,di-o-methylthujaplicatin methyl ether
384882,,,,,,uvidin a
385060,,,,,,"1,3-dithiolo[3,4-d]pyrimidine-2-thione, 5,7-dichloro-"
385071,,,,,,2-(4-chloroacetylaminophenyl)benzothiazole
3851247,,,,,,gramicidin
385372,,,,,,"10h-phenothiazine, 1,3,4-trifluoro-2-nitro-"
385374,,,,,,"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"
385441,,,,,,arq monoacetate
385874,,,,,,"uracil, 3-methyl-6-(phenylhydrazino)-"
385941,,,,,,"n,n-(fluorodinitroethyl)-n'-fluorodinitroethylurea"
386223,,,,,,"diindolo[2,3-a:3,2-h]quinolizine"
386233,,,,,,3.beta.-hydroxy-16.beta.-morpholino-5-androsten-17-one
386271,,,,,,"1,4-bis-[(3'-n-morpholino)propylamino]anthraquinone"
386272,,,,,,4-(2-oxo-2-phenylethoxy)-2h-1-benzopyran-2-one
386319,,,,,,meliternix
386320,,,,,,melitertin
386322,,,,,,melisimplexin
386323,,,,,,melibentin
386325,,,,,,"5,8-dihydroxy-6,7,3-trimethoxy-3',4'-methylenedioxyflavone"
